Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
Commemoration of All the Faithful Departed (All Souls),02/11/2004,,,,TRUE,"Lectionary Details for 02/11/2004
Year: C/2 Colour: Purple or Black  - Divine Office Week: PROPER
Readings for Mass From the Proper of the Celebration First Reading: (Optional) Wisdom 3:1-9 or 3:1-6, 9, or Isaiah 25:6, 7-9 Responsorial Psalm: (Optional) Psalms 27:1, 4, 7, 8, 9, 13-14, or Psalms 103:8, 10, 13-14, 15-16, 17-18 Second Reading: (Optional) Romans 6:3-9 or 6:3-4, 8-9, or First Corinthians 15:20-24, 25-28 Gospel: (Optional) Matthew 25:31-46, or John 11:17-27 or 11:21-27 or From the Proper of the Season (Tuesday of the Thirty-first week in Ordinary Time) First Reading: (Optional) Wisdom 3:1-9 or 3:1-6, 9, or Isaiah 25:6, 7-9 Responsorial Psalm: (Optional) Psalms 27:1, 4, 7, 8, 9, 13-14, or Psalms 103:8, 10, 13-14, 15-16, 17-18 Second Reading: (Optional) Romans 6:3-9 or 6:3-4, 8-9, or First Corinthians 15:20-24, 25-28 Gospel: (Optional) Matthew 25:31-46, or John 11:17-27 or 11:21-27

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Martin de Porres, Religious; Winefride Virgin",03/11/2004,,,,TRUE,"Lectionary Details for 03/11/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Philippians 2:12-18 Responsorial Psalm: Psalms 27:1, 4, 13-14 Gospel: Luke 14:25-33 Saint Martin de Porres, religious - Optional Memorial Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Charles Borromeo, Bishop ",04/11/2004,,,,TRUE,"Lectionary Details for 04/11/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of pastors or From the Proper of the Season (Thursday of the Thirty-first week in Ordinary Time) First Reading: Philippians 3:3-8 Responsorial Psalm: Psalms 105:2-3, 4-5, 6-7 Gospel: Luke 15:1-10

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Thirty-first week in Ordinary Time,05/11/2004,,,,TRUE,"Lectionary Details for 05/11/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: Philippians 3:17--4:1 Responsorial Psalm: Psalms 122:1-2, 3-4, 4-5 Gospel: Luke 16:1-8

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Leonard, Religious; William Temple, Archbishop of Canterbury, 1944",06/11/2004,,,,TRUE,"Lectionary Details for 06/11/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Philippians 4:10-19 Responsorial Psalm: Psalms 112:1-2, 5-6, 8, 9 Gospel: Luke 16:9-15 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thirty-second Sunday in Ordinary Time; Third Sunday before Advent; Twenty-Second Sunday after Trinity; Rememberance Sunday,07/11/2004,,,,TRUE,"Lectionary Details for 07/11/2004
Year: C/2 Colour: Red or Green, Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Second Maccabees 7:1-2, 9-14 Responsorial Psalm: Psalms 17:1, 5-6, 8, 15 Second Reading: Second Thessalonians 2:16--3:5 Gospel: Luke 20:27-38 or 20:27, 34-38

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saints and Martyrs of England,08/11/2004,,,,TRUE,"Lectionary Details for 08/11/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Titus 1:1-9 Responsorial Psalm: Psalms 24:1-2, 3-4, 5-6 Gospel: Luke 17:1-6

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Dedication of the Basilica of St. John Lateran in Rome; Margery Kempe, Mystic, 1440",09/11/2004,,,,TRUE,"Lectionary Details for 09/11/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Proper of the Celebration First Reading: (Optional) Genesis 28:11-18 Responsorial Psalm: Psalms 84:3, 4, 5-6, 8, 11 Second Reading: (Optional) First Corinthians 3:9-13, 16-17 Gospel: (Optional) Luke 19:1-10 or From the Proper of the Season (Tuesday of the Thirty-second week in Ordinary Time) First Reading: (Optional) Genesis 28:11-18 Second Reading: (Optional) First Corinthians 3:9-13, 16-17 Gospel: (Optional) Luke 19:1-10

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Leo the Great, pope and doctor, 461",10/11/2004,,,,TRUE,"Lectionary Details for 10/11/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Common of pastors [for a pope] or From the Common of doctors of the Church or From the Proper of the Season (Wednesday of the Thirty-second week in Ordinary Time) First Reading: Titus 3:1-7 Responsorial Psalm: Psalms 23:1-3, 3-4, 5, 6 Gospel: Luke 17:11-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Martin of Tours, Bishop ",11/11/2004,,,,TRUE,"Lectionary Details for 11/11/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Common of pastors or From the Common of holy men and women [for religious] or From the Proper of the Season (Thursday of the Thirty-second week in Ordinary Time) First Reading: Philemon 1:7-20 Responsorial Psalm: Psalms 146:7, 8-9, 9-10 Gospel: Luke 17:20-25 or From this reading Gospel: Matthew 25:31-40

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Josaphat, Bishop and Martyr ",12/11/2004,,,,TRUE,"Lectionary Details for 12/11/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season (Friday of the Thirty-second week in Ordinary Time) First Reading: Second John 1:4-9 Responsorial Psalm: Psalms 119:1, 2, 10, 11, 17, 18 Gospel: Luke 17:26-37

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Charles Simeon, Priest, Evangelical Divine, 1836",13/11/2004,,,,TRUE,"Lectionary Details for 13/11/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: Third John 1:5-8 Responsorial Psalm: Psalms 112:1-2, 3-4, 5-6 Gospel: Luke 18:1-8 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thirty-third Sunday in Ordinary Time; Second Sunday before Advent; Twenty-Third Sunday after Trinity,14/11/2004,,,,TRUE,"Lectionary Details for 14/11/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Malachi 3:19-20 Responsorial Psalm: Psalms 98:5-6, 7-8, 9 Second Reading: Second Thessalonians 3:7-12 Gospel: Luke 21:5-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Albert the Great, Bishop and Doctor",15/11/2004,,,,TRUE,"Lectionary Details for 15/11/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Revelation 1:1-4; 2:1-5 Responsorial Psalm: Psalms 1:1-2, 3, 4, 6 Gospel: Luke 18:35-43 Saint Albert the Great, bishop and doctor - Optional Memorial Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Margaret of Scotland, 1093; Edmund Rich of Abingdon, Archbishop of Canterbury, 1240; Gertrude, Virgin",16/11/2004,,,,TRUE,"Lectionary Details for 16/11/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Revelation 3:1-6, 14-22 Responsorial Psalm: Psalms 15:2-3, 3-4, 5 Gospel: Luke 19:1-10 Saint Margaret of Scotland - Optional Memorial Readings for Mass From the Common of holy men and women [for those who worked for the disadvantaged] or From the Proper of the Season Saint Gertrude, virgin - Optional Memorial Readings for Mass From the Common of virgins or From the Common of holy men and women [for religious] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Elizabeth of Hungary, religious; Hugh Bishop of Lincoln",17/11/2004,,,,TRUE,"Lectionary Details for 17/11/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass From the Common of holy men and women [for religious] or From the Common of holy men and women [for those who worked for the disadvantaged] or From the Proper of the Season (Wednesday of the Thirty-third week in Ordinary Time) First Reading: Revelation 4:1-11 Responsorial Psalm: Psalms 150:1-2, 3-4, 5-6 Gospel: Luke 19:11-28

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Thirty-third week in Ordinary Time,18/11/2004,,,,TRUE,"Lectionary Details for 18/11/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Revelation 5:1-10 Responsorial Psalm: Psalms 149:1-2, 3-4, 5-6, 9 Gospel: Luke 9:41-44 Dedication of the Basilicas of St. Peter and St. Paul, apostles, in Rome - Optional Memorial Readings for Mass First Reading: Acts 28:11-16, 30-31 Responsorial Psalm: Psalms 98:1, 2-3, 3-4, 5-6 Gospel: Matthew 14:22-33 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Hilda, Abbess of Whitby, 680",19/11/2004,,,,TRUE,"Lectionary Details for 19/11/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Revelation 10:8-11 Responsorial Psalm: Psalms 119:14, 24, 72, 103, 111, 131 Gospel: Luke 19:45-48

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Edmund, King of the Easr Angles, Martyr, 870",20/11/2004,,,,TRUE,"Lectionary Details for 20/11/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass First Reading: Revelation 11:4-12 Responsorial Psalm: Psalms 144:1, 2, 9-10 Gospel: Luke 20:27-40 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Christ the King,21/11/2004,,,,TRUE,"Lectionary Details for 21/11/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: PROPER
Readings for Mass First Reading: Second Samuel 5:1-3 Responsorial Psalm: Psalms 122:1-2, 3-4, 4-5 Second Reading: Colossians 1:12-20 Gospel: Luke 23:35-43

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Cecelia, virgin and Martyr ",22/11/2004,,,,TRUE,"Lectionary Details for 22/11/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass From the Common of martyrs or From the Common of virgins or From the Proper of the Season (Monday of the Thirty-fourth week in Ordinary Time) First Reading: Revelation 14:1-3, 4-5 Responsorial Psalm: Psalms 24:1-2, 3-4, 5-6 Gospel: Luke 21:1-4

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Clement I, Pope and martyr; Columbanus, Abbot",23/11/2004,,,,TRUE,"Lectionary Details for 23/11/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Revelation 14:14-19 Responsorial Psalm: Psalms 96:10, 11-12, 13 Gospel: Luke 21:5-11 Saint Clement I, pope and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors [for a pope] or From the Proper of the Season Saint Columban, abbot - Optional Memorial Readings for Mass From the Common of pastors [for missionaries] or From the Common of holy men and women [for religious] or From the Proper of the Season 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Andrew Dung-Lac, priest and Martyr, and companions, Martyrs ",24/11/2004,,,,TRUE,"Lectionary Details for 24/11/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season (Wednesday of the Thirty-fourth week in Ordinary Time) First Reading: Revelation 15:1-4 Responsorial Psalm: Psalms 98:1, 2-3, 7-8, 9 Gospel: Luke 21:12-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Catherine of Alexandria, Virgin and Martyr",25/11/2004,,,,TRUE,"Lectionary Details for 25/11/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Revelation 18:1-2, 21-23; 19:1-3, 9 Responsorial Psalm: Psalms 100:2, 3, 4, 5 Gospel: Luke 21:20-28 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Thirty-fourth week in Ordinary Time,26/11/2004,,,,TRUE,"Lectionary Details for 26/11/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: Revelation 20:1-4, 11--21:2 Responsorial Psalm: Psalms 84:3, 4, 5-6, 8 Gospel: Luke 21:29-33

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,27/11/2004,,,,TRUE,"Lectionary Details for 27/11/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Revelation 22:1-7 Responsorial Psalm: Psalms 95:1-2, 3-5, 6-7 Gospel: Luke 21:34-36 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Advent Sunday,28/11/2004,,,,TRUE,"Lectionary Details for 28/11/2004
Year: A/1 Colour: Purple  Creed - Divine Office Week: 1
Readings for Mass First Reading: Isaiah 2:1-5 Responsorial Psalm: Psalms 122:1-2, 3-4, 4-5, 6-7, 8-9 Second Reading: Romans 13:11-14 Gospel: Matthew 24:37-44

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
